id,create_at,text,user_name,user_description,user_followers_count,user_friends_count,state,county,city
1313515609121005575,2020-10-06T16:24:59.000Z,NEW for @billy_penn - this story involves a COVID outbreak in the PA State House an emergency order signed by the Governor Wells Fargo refusing CARES Act funds & a stalled bi-partisan bill to expand mortgage and rent relief.https://t.co/apk8Z40ynF,JPeters2100,•• 2100 Podcast. •• bylines: Philly Weekly Billy Penn Grid Magazine & more •• writer & instigator,2106,978,Pennsylvania,Philadelphia,Philadelphia
1313528968843157506,2020-10-06T17:18:05.000Z,@ABC Well that’s because being a murderous treasonous douche bag is NOT a SYMPTOM of Covid.,jenniferpricci,Narcissistic Abuse Survivor Full-time Empath Part-time Lightworker✨,692,2018,California,Los Angeles,Los Angeles
1313545168746950656,2020-10-06T18:22:27.000Z,Amanda Kloots widow of Broadway star Nick Cordero who died of COVID responds to Trump telling people “Don’t be afraid of Covid. Don’t let it dominate your life.” https://t.co/oHFSrfqAZE,FirenzeMike,Phish Red Sox Phish Patriots Phish Celtics Phish Bruins,29899,2034,New York,New York,Manhattan
1313560461984505857,2020-10-06T19:23:13.000Z,just feels like one 70-something year old man fucked up on covid drugs should not be able to effect the global economy so quickly and sharply with one incoherent tweet. cool system we have here https://t.co/cvdvUCMM16,ThomasLovejoy,Oregon State graduate. Lawyer. Blog Boy. Instagram: 📸 thomaslovejoy - Director of content for @TheBenchPicks 🔥,421,518,Oregon,Multnomah,Portland
1313575507623964672,2020-10-06T20:23:00.000Z,Trump calls off Covid-19 stimulus talks blaming Democrats – he says he’ll pass relief package AFTER election https://t.co/JGOyREoIqZ,Edward642537,Ex US Air ForceSenior,164,13,California,San Francisco,San Francisco
1313586214025527296,2020-10-06T21:05:33.000Z,Trump beat Covid in 3 days??? https://t.co/h68AW3WBPO,shecallsmeking3,Super married. I just post pictures and videos and tweet sometimes. Follow my photography IG @cbyc_vizuals.,2188,2159,North Carolina,Mecklenburg,Charlotte
1313595704200355840,2020-10-06T21:43:15.000Z,@KessenaO I've never had the flu shot Never will take a covid vaccine,rick00000758,Christian conservative My views are my own. You believe as you wish. James 4:17 SOONER FAN #Trump2020 🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲,549,773,Oklahoma,Oklahoma,Oklahoma City
1313609361206521856,2020-10-06T22:37:32.000Z,Everyone that is supposedly died from Covid 19 I would like their doctor reports for 5 years prior. That way I can make my own decision what the cause of death was!#Trump2020,contactdavidmo1,#Jesusforever Family #GoBlue #Trump2020 Love your life and it will love you back. #Thankful for my Parents 💕.#Helpful If you listen. #TB12 #GoPackGo,526,148,Florida,Lee,Fort Myers
1313616896886018049,2020-10-06T23:07:28.000Z,Omfg at covid-19 do Mitch next,drenchedinmilk,Sexistential.,157,559,Connecticut,Hartford,West Hartford
1313624800389025792,2020-10-06T23:38:53.000Z,@VoLinxx There should be no medical bills associated with Covid. After care everything.,lestes1242,I love cats and dogs. Disneyland dream came true Love Drag Queens! #Resister #Volinxx. #BlackLivesMatter,2470,5000,Washington,Yakima,Yakima
1313635319376490496,2020-10-07T00:20:40.000Z,So the undead can get Covid too.,michaelwbuckley,I make stuff up. Insta @buckleystopshere www.michaelbuckleywrites,3434,2270,New York,Kings,Brooklyn
1313646060456345601,2020-10-07T01:03:21.000Z,@TowelieTrades @neckers_john @Fxhedgers find new stuff to talk about this doesn’t trump (no pun intended) covid. damn near the whole white house is infected.,almighty_red,anti-social genius. black wall street stock group.,2654,197,New York,New York,Manhattan
1313656934613082112,2020-10-07T01:46:34.000Z,@realDonaldTrump @jodotcom @SandiDeMita Well what we have hear is a distraction. When the Number one issue is COVID people are dying 210000 over 7 million sick. Now U won’t allow a COVID relief bill interesting more people will loose there homes,316alco,null,370,362,Florida,Polk,Poinciana
1313665679116075008,2020-10-07T02:21:19.000Z,Trump just retweeted something saying “Obama knew everything” meaning.....? Is he suggesting Obama is a psychic that predicted COVID?,CurlsAndHH,I’m trying my best | Stir fry connoisseur 🍲 | Penguin fanatic 🐧 | Elmhurst College '19 | Sigma Kappa Alum | she/her,441,1205,Illinois,Lake,Gurnee
1313679050578288640,2020-10-07T03:14:27.000Z,At the end of the day #COVID is not a political thing. If you think it is feel free to unfollow me because your intellect does not match mine as it would be in toilet. This woman is a real person whose husband was in the hospital 95 days before dying.,djmikebills,One Of The Best #Charleston SC #Wedding DJs 💃🏽Amazing Mix Of Music | The Perfect Voice For Your Wedding. Classy #DJ. Listen To The Mike Bills #Podcast,596,671,South Carolina,Charleston,North Charleston
1313695438839574528,2020-10-07T04:19:34.000Z,Americans didn’t learn to battle COVID but instead to live with it. And that’s where we fucked up.,AlexMayaRomero2,Post-bacc scholar at @HopkinsMedicine interested in the mitochondria and how neurons throw out their trash. Let’s talk Alzheimer's and specialty coffee.☕️🧠,67,208,Maryland,Baltimore,Baltimore
1313716454039195648,2020-10-07T05:43:04.000Z,@sarahkendzior How do we get anything done with COVID making everyone sick or quarantined?,JaniceNightowl,love to read cats dogs traveling family and bright humanitarian and reasonable ppl.👵💪👂❤💙💚💛✌📚📝🐱🐕🍔🌞🌊🌏🏡✈💌♻🚭😪,458,470,Iowa,Polk,Des Moines
